_url,name,birth_year,weight,height,nationality
kristian-sbaragli,Kristian  Sbaragli,1990,74.0,175,Italy
cesar-garcia-calvo,César  García Calvo,1974,63.0,171,Spain
christoph-pfingsten,Christoph  Pfingsten,1987,69.0,179,Germany
maarten-wynants,Maarten  Wynants,1982,74.0,190,Belgium
rob-mulders,Rob  Mulders,1967,74.0,186,Netherlands
valentin-paret-peintre,Valentin  Paret-Peintre,2001,52.0,176,France
connor-swift,Connor  Swift,1995,75.0,190,Great Britain
valerio-piva,Valerio  Piva,1958,70.0,183,Italy
david-assuncao,David  Assuncao,1967,72.0,181,Portugal
jake-stewart,Jake  Stewart,1999,66.0,179,Great Britain
calum-johnston,Calum  Johnston,1998,55.0,173,Great Britain
janier-alexis-acevedo,Janier  Acevedo,1985,63.0,175,Colombia
fabrice-jeandesboz,Fabrice  Jeandesboz,1984,69.0,179,France
jean-francois-bernard,Jean-François  Bernard,1962,70.0,179,France
herman-crabbe,Herman  Crabbe,1959,71.0,183,Belgium
roberto-lezaun,Roberto  Lezaun,1967,65.0,170,Spain
sven-montgomery,Sven  Montgomery,1976,62.0,178,Switzerland
robbie-vandaele,Robbie  Vandaele,1972,67.0,180,Belgium
rudiger-selig,Rüdiger  Selig,1989,80.0,188,Germany
antonio-cabello,Antonio  Cabello,1956,72.0,180,Spain
tom-leaper,Tom  Leaper,1975,66.0,182,Australia
jose-luis-rodriguez-garcia,José Luis  Rodríguez,1966,73.0,180,Spain
henk-prinsen,Henk  Prinsen,1951,70.0,188,Netherlands
jose-fabio,José Fabio  Moreno,1965,63.0,175,Colombia
peter-gansler,Peter  Gansler,1963,70.0,178,Germany
julian-dean,Julian  Dean,1975,72.0,178,New Zealand
remy-rochas,Rémy  Rochas,1996,51.0,164,France
massimiliano-lelli,Massimiliano  Lelli,1967,69.0,175,Italy
charles-wegelius,Charles  Wegelius,1978,62.0,180,Great Britain
thomas-wegmuller,Thomas  Wegmuller,1960,72.0,181,Switzerland
valentin-ferron,Valentin  Ferron,1998,67.0,174,France
ramon-sinkeldam,Ramon  Sinkeldam,1989,77.0,193,Netherlands
werner-devos,Werner  Devos,1957,61.0,171,Belgium
javier-cherro,Javier  Cherro,1980,77.0,186,Spain
urs-zimmermann,Urs  Zimmermann,1959,73.0,181,Switzerland
roland-salm,Roland  Salm,1951,63.0,182,Switzerland
albert-fritz,Albert  Fritz,1947,82.0,184,Germany
tim-declercq,Tim  Declercq,1989,78.0,190,Belgium
vitali-kokorine,Vitali  Kokorine,1975,74.0,183,Russia
alberto-leanizbarrutia-abaunza,Alberto  Leanizbarrutia,1963,78.0,183,Spain
cedric-coutouly,Cédric  Coutouly,1980,72.0,184,France
sebastien-van-den-abeele,Sébastien Van Den Abeele,1970,68.0,174,Belgium
alessandro-pessot,Alessandro  Pessot,1995,75.0,192,Italy
marc-sohet,Marc  Sohet,1947,69.0,179,Belgium
valerio-agnoli,Valerio  Agnoli,1985,72.0,178,Italy
franck-jarno,Franck  Jarno,1970,58.0,167,France
janez-brajkovic,Janez  Brajkovič,1983,60.0,175,Slovenia
alain-turicchia,Alain  Turicchia,1975,71.0,180,Italy
peter-meinert-nielsen,Peter  Meinert-Nielsen,1966,73.0,190,Denmark
sean-de-bie,Sean De Bie,1991,65.0,173,Belgium
marco-giroletti,Marco  Giroletti,1972,60.0,172,Italy
ibon-ajuria,Ibon  Ajuria,1971,72.0,178,Spain
andrea-palini,Andrea  Palini,1989,67.0,175,Italy
nuno-duarte-silva-marta,Nuño Duarte Silva  Marta,1976,70.0,181,Portugal
plamen-stoyanov,Plamen  Stoyanov,1971,76.0,188,Bulgaria
david-drouin,David  Drouin,1995,74.0,180,Canada
firmino-bernardino,Firmino  Bernardino,1950,58.0,175,Portugal
eric-wohlberg,Eric  Wohlberg,1965,63.0,170,Canada
benjamin-verraes,Benjamin  Verraes,1987,73.0,183,Belgium
raffaele-illiano,Raffaele  Illiano,1977,74.0,181,Italy
robert-de-guchtenaere,Robert De Guchtenaere,1949,67.0,174,Belgium
aitor-garmendia,Aitor  Garmendia,1968,68.0,175,Spain
marco-pantani,Marco  Pantani,1970,58.0,172,Italy
mariusz-witecki,Mariusz  Witecki,1981,70.0,184,Poland
etienne-van-empel,Etienne van Empel,1994,64.0,186,Netherlands
dailos-diaz-armas,Dailos Manuel  Díaz Armas,1980,59.0,170,Spain
mathijs-paasschens,Mathijs  Paasschens,1996,75.0,188,Netherlands
didier-rous,Didier  Rous,1970,70.0,182,France
bruno-armirail,Bruno  Armirail,1994,74.0,190,France
alain-meslet,Alain  Meslet,1950,71.0,183,France
emmanuel-hubert,Emmanuel  Hubert,1970,63.0,175,France
guy-dolhats,Guy  Dolhats,1952,72.0,183,France
robert-vrecer,Robert  Vrečer,1980,68.0,182,Slovenia
angel-lopez-del-alamo,Ángel  López,1949,78.0,186,Spain
roberto-amadio,Roberto  Amadio,1963,70.0,184,Italy
paolo-cimini,Paolo  Cimini,1964,59.0,170,Italy
antonio-gonzalez,Antonio  González,1954,58.0,169,Spain
bernard-vifian,Bernard  Vifian,1944,74.0,186,Switzerland
emilio-garcia-perez,Emilio  Garcia,1959,77.0,190,Spain
rikkie-matthijssens,Rikkie  Matthijssens,1972,61.0,178,Belgium
carlos-barredo,Carlos  Barredo,1981,61.0,177,Spain
davide-dall-olio,Davide  Dall'Olio,1969,75.0,189,Italy
charly-mottet,Charly  Mottet,1962,63.0,164,France
oscar-gatto,Oscar  Gatto,1985,67.0,174,Italy
ronny-van-holen,Ronny Van Holen,1959,60.0,176,Belgium
valerio-lualdi,Valerio  Lualdi,1951,68.0,180,Italy
antonio-salutini,Antonio  Salutini,1947,78.0,182,Italy
daniel-alejandro-mendez-norena,Daniel Alejandro  Mendez,2000,57.0,171,Colombia
timothy-dupont,Timothy  Dupont,1987,72.0,179,Belgium
jose-ramon-uriarte,José Ramón  Uriarte,1967,70.0,179,Spain
andrea-zatti-1,Andrea  Zatti,1973,70.0,184,Italy
ward-sels,Ward  Sels,1941,68.0,173,Belgium
greg-randolph,Greg  Randolph,1972,67.0,178,United States
ercole-gualazzini,Ercole  Gualazzini,1944,71.0,180,Italy
jacob-rathe,Jacob  Rathe,1991,74.0,185,United States
jarl-salomein,Jarl  Salomein,1989,80.0,193,Belgium
scott-davis,Scott  Davis,1979,60.0,170,Australia
geraint-thomas,Geraint  Thomas,1986,71.0,183,Great Britain
sergio-previtali,Sergio  Previtali,1969,59.0,170,Italy
joseba-ruiz,Joseba  Ruiz,1965,63.0,177,Spain
rafael-reis,Rafael  Reis,1992,72.0,189,Portugal
remy-mertz,Rémy  Mertz,1995,70.0,175,Belgium
pier-paolo-de-negri,Pier Paolo De Negri,1986,61.0,170,Italy
dieter-runkel,Dieter  Runkel,1966,83.0,190,Switzerland
mitja-mahoric,Mitja  Mahorič,1976,68.0,184,Slovenia
martin-laas,Martin  Laas,1993,76.0,176,Estonia
enrico-magazzini,Enrico  Magazzini,1988,58.0,169,Italy
silvio-martinello,Silvio  Martinello,1963,71.0,179,Italy
simone-andreetta,Simone  Andreetta,1993,69.0,183,Italy
valery-kobzarenko,Valery  Kobzarenko,1977,60.0,167,Ukraine
eric-knuvers,Eric  Knuvers,1966,70.0,188,Netherlands
david-dekker,David  Dekker,1998,80.0,190,Netherlands
maurizio-bertini,Maurizio  Bertini,1955,75.0,188,Italy
jhonatan-restrepo,Jhonatan  Restrepo,1994,73.0,178,Colombia
rodrigo-contreras,Rodrigo  Contreras,1994,68.0,180,Colombia
serhiy-ushakov,Serhiy  Ushakov,1968,73.0,179,Ukraine
emiliano-murtas,Emiliano  Murtas,1973,58.0,170,Italy
joaquin-llach,Joaquin  Llach,1964,58.0,167,Spain
pavel-cherkasov,Pavel  Cherkasov,1972,78.0,191,Russia
saul-raisin,Saul  Raisin,1983,67.0,177,United States
gorik-gardeyn,Gorik  Gardeyn,1980,75.0,182,Belgium
alberto-losada,Alberto  Losada,1982,69.0,180,Spain
luca-dodi,Luca  Dodi,1987,65.0,180,Italy
etienne-de-wilde,Etienne De Wilde,1958,70.0,172,Belgium
enrico-cassani,Enrico  Cassani,1972,65.0,175,Italy
rosario-fina,Rosario  Fina,1969,69.0,184,Italy
jean-francois-rault,Jean-François  Rault,1958,71.0,183,France
imanol-erviti,Imanol  Erviti,1983,82.0,190,Spain
gustavo-dominguez-lemos,Gustavo  Domínguez,1980,58.0,169,Spain
james-mitri,James  Mitri,1999,60.0,178,New Zealand
marco-saligari,Marco  Saligari,1965,72.0,187,Italy
marc-durant,Marc  Durant,1955,67.0,183,France
jacques-hochart,Jacques  Hochart,1948,65.0,176,France
alain-vigneron,Alain  Vigneron,1954,64.0,170,France
luca-celli,Luca  Celli,1979,69.0,187,Italy
john-freddy-garcia,John Freddy  Garcia,1974,73.0,183,Colombia
gerrie-van-gerwen,Gerrie van Gerwen,1953,68.0,185,Netherlands
matthew-dinham,Matthew  Dinham,2000,63.0,175,Australia
juan-esteban-arango,Juan Esteban  Arango,1986,62.0,172,Colombia
simon-clarke,Simon  Clarke,1986,63.0,175,Australia
matteo-tosatto,Matteo  Tosatto,1974,74.0,181,Italy
gianni-motta,Gianni  Motta,1943,71.0,180,Italy
yvan-lamote,Yvan  Lamote,1958,68.0,183,Belgium
graziano-salvietti,Graziano  Salvietti,1956,65.0,181,Italy
tobias-bayer,Tobias  Bayer,1999,71.0,187,Austria
yann-huguet,Yann  Huguet,1984,66.0,177,France
eddy-gragus,Eddy  Gragus,1968,63.0,176,United States
alex-van-linden,Alex Van Linden,1952,68.0,184,Belgium
eduardo-ruiz,Eduardo  Ruiz,1966,73.0,183,Spain
anton-palzer,Anton  Palzer,1993,62.0,178,Germany
michael-bresciani,Michael  Bresciani,1994,62.0,180,Italy
nans-peters,Nans  Peters,1994,71.0,177,France
guy-sagiv,Guy  Sagiv,1994,68.0,180,Israel
andy-flickinger,Andy  Flickinger,1978,78.0,193,France
laurent-brochard,Laurent  Brochard,1968,68.0,180,France
simone-cheli,Simone  Cheli,1971,68.0,183,Italy
antonio-girabent,Antonio  Girabent,1959,78.0,185,Spain
oscar-riesebeek,Oscar  Riesebeek,1992,78.0,191,Netherlands
jeff-pierce,Jeff  Pierce,1958,68.0,184,United States
janusz-kowalski,Janusz  Kowalski,1952,63.0,178,Poland
juan-fernandez-martin,Juan  Fernández,1957,68.0,174,Spain
andrus-aug,Andrus  Aug,1972,83.0,190,Estonia
miguel-angel-martin-perdiguero,Miguel Ángel  Martín Perdiguero,1972,63.0,169,Spain
stefan-rakers,Stefan  Rakers,1966,75.0,184,Netherlands
danny-nelissen,Danny  Nelissen,1970,77.0,189,Netherlands
jaime-salva,Jaime  Salva,1962,70.0,184,Spain
antonio-puppio,Antonio  Puppio,1999,75.0,186,Italy
richard-carapaz,Richard  Carapaz,1993,62.0,170,Ecuador
filippo-fortin,Filippo  Fortin,1989,78.0,183,Italy
harry-rozendal,Harry  Rozendal,1965,75.0,187,Netherlands
moretti-roberto,Roberto  Moretti,1970,70.0,182,Italy
leon-thomas,Léon  Thomas,1949,66.0,176,Belgium
bert-scheunemann,Bert  Scheunemann,1954,65.0,180,Netherlands
bryan-nauleau,Bryan  Nauleau,1988,67.0,181,France
jose-teixeira-rodriguez,José  Teixeira,1957,62.0,178,Spain
jorge-cubero,Jorge  Cubero,1992,65.0,181,Spain
steve-de-wolf,Steve De Wolf,1975,67.0,183,Belgium
nicola-bagioli,Nicola  Bagioli,1995,64.0,168,Italy
chris-pepels,Chris  Pepels,1948,65.0,185,Netherlands
matteo-fabbro,Matteo  Fabbro,1995,52.0,167,Italy
nikolay-cherkasov,Nikolay  Cherkasov,1996,68.0,182,Russia
jean-marie-wampers,Jean-Marie  Wampers,1959,82.0,188,Belgium
remi-pauriol,Rémi  Pauriol,1982,68.0,181,France
israel-ochoa,Israel Antonio  Ochoa,1964,63.0,175,Colombia
mauro-gianetti,Mauro  Gianetti,1964,62.0,175,Switzerland
adam-toupalik,Adam  Ťoupalík,1996,65.0,175,Czech Republic
giuseppe-calcaterra,Giuseppe  Calcaterra,1964,63.0,176,Italy
philippe-leleu,Philippe  Leleu,1958,80.0,183,France
johannes-staune-mittet,Johannes  Staune-Mittet,2002,68.0,182,Norway
federico-canuti,Federico  Canuti,1985,68.0,182,Italy
kilian-frankiny,Kilian  Frankiny,1994,67.0,179,Switzerland
giovanni-aleotti,Giovanni  Aleotti,1999,67.0,180,Italy
ben-koken,Ben  Koken,1950,58.0,172,Netherlands
david-gonzalez-lopez,David  González,1996,68.0,180,Spain
patrick-friou,Patrick  Friou,1955,65.0,176,France
robert-stannard,Robert  Stannard,1998,74.0,179,Australia
damon-kluck,Damon  Kluck,1977,80.0,181,United States
marcin-sapa,Marcin  Sapa,1976,82.0,179,Poland
santiago-buitrago-sanchez,Santiago  Buitrago,1999,59.0,174,Colombia
fabrice-piemontesi,Fabrice  Piemontesi,1983,61.0,171,Italy
benat-albizuri-aransolo,Beñat  Albizuri,1981,69.0,173,Spain
domingo-jose-sanchez-segado,Domingo José  Sánchez,1970,70.0,184,Spain
gianluca-brugnami,Gianluca  Brugnami,1963,58.0,170,Italy
maxat-ayazbayev,Maxat  Ayazbayev,1992,75.0,189,Kazakhstan
michael-kukrle,Michael  Kukrle,1994,73.0,185,Czech Republic
riccardo-ferrari,Riccardo  Ferrari,1972,69.0,185,Italy
murilo-ferraz-affonso,Murilo  Affonso,1991,63.0,175,Brazil
francesco-gavazzi,Francesco  Gavazzi,1984,65.0,171,Italy
ewen-costiou,Ewen  Costiou,2002,64.0,176,France
jose-javier-gomez,Jose Javier  Gomez,1974,74.0,182,Spain
pieter-jacobs,Pieter  Jacobs,1986,68.0,182,Belgium
francisco-fernandez-moreno,Francisco  Fernández,1954,73.0,184,Spain
simone-borgheresi,Simone  Borgheresi,1968,73.0,173,Italy
laurent-fignon,Laurent  Fignon,1960,67.0,174,France
claudio-imhof,Claudio  Imhof,1990,80.0,191,Switzerland
emanuel-buchmann,Emanuel  Buchmann,1992,59.0,180,Germany
jose-maria-palacin-salgado,José María  Palacín,1964,64.0,169,Spain
didier-virvaleix,Didier  Virvaleix,1966,85.0,182,France
mathias-le-turnier,Mathias Le Turnier,1995,65.0,180,France
alessandro-de-marchi,Alessandro De Marchi,1986,65.0,181,Italy
antonio-menendez,Antonio  Menéndez,1946,71.0,179,Spain
jo-vrancken,Jo  Vrancken,1948,65.0,178,Netherlands
chris-barton,Chris  Barton,1988,77.0,188,United States
arjen-livyns,Arjen  Livyns,1994,58.0,170,Belgium
jose-xavier,José  Guimarães,1961,73.0,188,Portugal
giuseppe-faraca,Giuseppe  Faraca,1959,68.0,184,Italy
lucas-euser,Lucas  Euser,1983,56.0,170,United States
andreas-kron,Andreas  Kron,1998,63.0,177,Denmark
fabio-bordonali,Fabio  Bordonali,1963,64.0,176,Italy
erich-loder,Erich  Loder,1952,70.0,184,Switzerland
gabriel-mascaro,Gabriel  Mascaró,1944,73.0,181,Spain
bruno-vicino,Bruno  Vicino,1952,70.0,184,Italy
bryan-coquard,Bryan  Coquard,1992,59.0,171,France
francesco-rossignoli,Francesco  Rossignoli,1963,67.0,178,Italy
samuele-schiavina,Samuele  Schiavina,1971,78.0,190,Italy
aaron-kemps,Aaron  Kemps,1983,73.0,181,Australia
alessio-girelli,Alessio  Girelli,1972,60.0,168,Italy
jefferson-cepeda-hernandez,Jefferson Alveiro  Cepeda,1996,61.0,170,Ecuador
volodymyr-bileka,Volodymyr  Bileka,1979,65.0,170,Ukraine
hansrudi-marki,Hansrüdi  Marki,1960,63.0,181,Switzerland
ben-o-connor,Ben  O'Connor,1995,67.0,188,Australia
gerd-audehem,Gerd  Audehem,1968,75.0,183,Germany
aaron-verwilst,Aaron  Verwilst,1997,68.0,181,Belgium
kenny-van-der-schueren,Kenny Van Der Schueren,1982,79.0,189,Belgium
roger-rosiers,Roger  Rosiers,1946,78.0,178,Belgium
david-tanner,David  Tanner,1984,70.0,184,Australia
sebastien-delfosse,Sébastien  Delfosse,1982,73.0,187,Belgium
rob-britton,Rob  Britton,1984,73.0,188,Canada
lluis-guillermo-mas,Lluís  Mas,1989,69.0,181,Spain
martial-locatelli,Martial  Locatelli,1971,72.0,182,France
fabio-casas,Fabio  Casas,1959,71.0,180,Colombia
vladislav-bobrik,Vladislav  Bobrik,1971,80.0,186,Russia
gustavo-miguel-otero,Gustavo Miguel  Otero,1973,71.0,183,Spain
nicola-conci,Nicola  Conci,1997,68.0,185,Italy
niko-eeckhout,Niko  Eeckhout,1970,73.0,173,Belgium
diego-andres-camargo,Diego Andrés  Camargo,1998,65.0,176,Colombia
manuel-vazquez-hueso,Manuel  Vázquez,1981,67.0,170,Spain
vitor-gamito,Vitor  Gamito,1970,66.0,183,Portugal
tom-steels,Tom  Steels,1971,73.0,179,Belgium
ben-turner,Ben  Turner,1999,74.0,194,Great Britain
ramon-carretero,Ramón  Carretero,1990,62.0,176,Panama
sergey-renev,Sergey  Renev,1985,68.0,184,Kazakhstan
carlos-oyarzun,Carlos Iván  Oyarzún,1981,66.0,184,Chile
shane-archbold,Shane  Archbold,1989,79.0,182,New Zealand
mario-de-clercq,Mario De Clercq,1966,66.0,174,Belgium
jose-antonio-carrasco-ramirez,José Antonio  Carrasco,1980,73.0,187,Spain
adrian-honkisz,Adrian  Honkisz,1988,61.0,176,Poland
maurits-lammertink,Maurits  Lammertink,1990,61.0,169,Netherlands
sebastien-portal,Sébastien  Portal,1982,77.0,185,France
dave-lloyd,Dave  Lloyd,1949,76.0,172,Great Britain
robert-retschke,Robert  Retschke,1980,66.0,180,Germany
jefferson-alexander-cepeda,Jefferson Alexander  Cepeda,1998,56.0,164,Ecuador
sylwester-szmyd,Sylwester  Szmyd,1978,60.0,179,Poland
steele-von-hoff,Steele Von Hoff,1987,70.0,180,Australia
simone-bevilacqua,Simone  Bevilacqua,1997,75.0,181,Italy
kanstantsin-siutsou,Kanstantsin  Siutsou,1982,68.0,183,Belarus
marco-coledan,Marco  Coledan,1988,83.0,190,Italy
efrain-gutierrez-sanchez,Efraín  Gutiérrez,1980,62.0,170,Spain
martin-havik,Martin  Havik,1955,63.0,177,Netherlands
jonathan-garcia,Jonathan  Garcia,1981,65.0,183,United States
dominique-rault,Dominique  Rault,1971,64.0,170,France
dionisio-galparsoro,Dionisio  Galparsoro,1978,67.0,178,Spain
adam-blythe,Adam  Blythe,1989,68.0,175,Great Britain
jean-paul-hosotte,Jean-Paul  Hosotte,1955,68.0,183,France
domenico-pozzovivo,Domenico  Pozzovivo,1982,53.0,165,Italy
claudio-torelli,Claudio  Torelli,1954,59.0,168,Italy
adriano-malori,Adriano  Malori,1988,68.0,182,Italy
andrzej-sypytkowski,Andrzej  Sypytkowski,1963,76.0,182,Poland
roland-muller,Roland  Müller,1973,69.0,184,Switzerland
ramon-garcia-espana,Ramón  Garcia,1970,64.0,173,Spain
david-oloughlin,David  O'Loughlin,1978,68.0,180,Ireland
miguel-maria-lasa,Miguel María  Lasa,1947,68.0,173,Spain
hernan-buenahora,Hernan  Buenahora,1967,71.0,185,Colombia
jose-luis-carrasco-gamiz,José Luis  Carrasco,1982,60.0,173,Spain
marat-ganeev,Marat  Ganeev,1964,70.0,174,Russia
ariel-maximiliano-richeze,Maximiliano  Richeze,1983,68.0,177,Argentina
jean-pierre-heynderickx,Jean-Pierre  Heynderickx,1965,62.0,164,Belgium
marino-amadori,Marino  Amadori,1957,77.0,186,Italy
jonathan-gonzalez-rios,Jonathan  Gonzalez,1981,58.0,167,Spain
lukasz-bodnar,Łukasz  Bodnar,1982,68.0,176,Poland
vladimir-duma,Vladimir  Duma,1972,64.0,174,Ukraine
jan-mattheus,Jan  Mattheus,1965,66.0,179,Belgium
miguel-angel-iglesias,Miguel Ángel  Iglesias,1961,72.0,192,Spain
maurice-ballerstedt,Maurice  Ballerstedt,2001,76.0,185,Germany
jaime-tomas,Jaime Tomás  Florit,1967,68.0,186,Spain
rene-grenier,René  Grenier,1943,74.0,176,France
vicente-ballester,Vicente  Ballester,1980,66.0,190,Spain
francois-coquery,François  Coquery,1948,81.0,188,France
oscar-onley,Oscar  Onley,2002,62.0,173,Great Britain
ivan-raimondi,Ivan  Raimondi,1969,61.0,179,Italy
francesco-frattini,Francesco  Frattini,1967,60.0,171,Italy
steve-bauer,Steve  Bauer,1959,72.0,170,Canada
martin-hvastija,Martin  Hvastija,1969,75.0,184,Slovenia
ronan-pensec,Ronan  Pensec,1963,71.0,183,France
armando-ceci,Armando  Ceci,1966,74.0,173,Belgium
owain-doull,Owain  Doull,1993,71.0,181,Great Britain
john-lee-augustyn,John-Lee  Augustyn,1986,65.0,178,South Africa
willem-peeters,Willem  Peeters,1953,63.0,180,Belgium
omar-hernandez,Omar  Hernandez,1962,67.0,177,Colombia
renato-laghi,Renato  Laghi,1944,78.0,184,Italy
wim-sels,Wim  Sels,1967,67.0,175,Belgium
tullio-bertacco,Tullio  Bertacco,1957,70.0,174,Italy
pierre-latour,Pierre  Latour,1993,66.0,181,France
filippo-fiorelli,Filippo  Fiorelli,1994,71.0,181,Italy
danilo-hondo,Danilo  Hondo,1974,73.0,184,Germany
agustin-gago-pena,Agustín  Peña,1979,75.0,185,Spain
ermano-capelli,Ermano  Capelli,1985,78.0,195,Italy
nikita-novikov,Nikita  Novikov,1989,77.0,187,Russia
romain-costermans,Romain  Costermans,1961,72.0,185,Belgium
davide-martinelli,Davide  Martinelli,1993,71.0,186,Italy
francisco-guerreiro,Francisco  Guerreiro,2000,60.0,182,Portugal
paolo-rosola,Paolo  Rosola,1957,68.0,178,Italy
nevens-guy,Guy  Nevens,1964,68.0,178,Belgium
biniam-girmay,Biniam  Girmay,2000,70.0,184,Eritrea
fabio-roscioli,Fabio  Roscioli,1965,61.0,178,Italy
olivier-bonnaire,Olivier  Bonnaire,1983,67.0,178,France
mauro-da-dalto,Mauro Da Dalto,1981,72.0,181,Italy
bas-tietema,Bas  Tietema,1995,74.0,185,Netherlands
bastien-tronchon,Bastien  Tronchon,2002,72.0,185,France
dmitri-konychev,Dmitri  Konychev,1966,77.0,186,Russia
hernan-dario-munoz,Hernan Dario  Muñoz,1973,59.0,183,Colombia
bram-de-groot,Bram de Groot,1974,65.0,173,Netherlands
alexei-kuznetsov,Alexei  Kuznetsov,1976,58.0,170,Uzbekistan
tuur-dens,Tuur  Dens,2000,81.0,184,Belgium
christian-wegmann,Christian  Wegmann,1976,71.0,178,Germany
alf-segersall,Alf  Segersall,1956,65.0,175,Sweden
dominique-rollin,Dominique  Rollin,1982,83.0,188,Canada
emilien-benoit-berges,Émilien-Benoît  Bergès,1983,72.0,187,France
nicolas-dumont,Nicolas  Dumont,1973,55.0,170,France
joaquim-agostinho,Joaquim  Agostinho,1943,61.0,169,Portugal
marc-van-orsouw,Marc Van Orsouw,1964,68.0,186,Netherlands
rik-van-linden,Rik Van Linden,1949,66.0,186,Belgium
rudy-barbier,Rudy  Barbier,1992,79.0,179,France
ferdinand-julien,Ferdinand  Julien,1946,74.0,182,France
malte-urban,Malte  Urban,1974,71.0,173,Germany
matteo-frutti,Matteo  Frutti,1975,63.0,175,Italy
david-clinger,David  Clinger,1977,77.0,183,United States
robert-forster,Robert  Förster,1978,83.0,177,Germany
alexandre-zinoview,Alexandre  Zinoview,1961,77.0,183,Ukraine
patrick-serra,Patrick  Serra,1962,85.0,192,Sweden
anthony-delaplace,Anthony  Delaplace,1989,65.0,181,France
gilles-sanders,Gilles  Sanders,1964,78.0,188,France
angelo-tulik,Angélo  Tulik,1990,64.0,176,France
bernard-vallet,Bernard  Vallet,1954,70.0,179,France
mattia-viel,Mattia  Viel,1995,72.0,180,Italy
stan-van-tricht,Stan Van Tricht,1999,64.0,174,Belgium
oleg-joukov,Oleg  Zhukov,1976,67.0,166,Russia
flip-vandeghinste,Flip  Vandeghinste,1956,64.0,176,Belgium
andris-nauduzs,Andris  Naudužs,1975,78.0,183,Latvia
walter-dalgal,Walter  Dalgal,1954,62.0,172,Italy
daniel-willems,Daniel  Willems,1956,64.0,177,Belgium
herbert-niederberger,Herbert  Niederberger,1965,79.0,180,Switzerland
sven-erik-bystrom,Sven Erik  Bystrøm,1992,73.0,188,Norway
jean-jacques-fussien,Jean-Jacques  Fussien,1952,63.0,177,France
edi-kagi,Edi  Kagi,1960,70.0,183,Switzerland
thimo-willems,Thimo  Willems,1996,67.0,175,Belgium
ruslan-gryschenko,Ruslan  Gryschenko,1981,65.0,183,Ukraine
luis-oran-castaneda,Luis Orán  Castañeda,1977,75.0,184,Colombia
youcef-reguigui,Youcef  Reguigui,1990,69.0,172,Algeria
bruno-geuens,Bruno  Geuens,1963,63.0,173,Belgium
julian-alaphilippe,Julian  Alaphilippe,1992,62.0,173,France
jack-van-hooydonck,Jack Van Hooydonck,1959,75.0,184,Belgium
daniel-van-ryckeghem,Daniel Van Ryckeghem,1945,69.0,174,Belgium
artur-ershov,Artur  Ershov,1990,70.0,185,Russia
giancarlo-perini,Giancarlo  Perini,1959,74.0,182,Italy
gerard-moneyron,Gerard  Moneyron,1948,75.0,186,France
attila-valter,Attila  Valter,1998,65.0,185,Hungary
daniel-schnider,Daniel  Schnider,1973,65.0,180,Switzerland
walter-boucquet,Walter  Boucquet,1941,77.0,180,Belgium
karl-pauwels,Karl  Pauwels,1971,67.0,182,Belgium
jens-voigt,Jens  Voigt,1971,76.0,190,Germany
oleg-pankov,Oleg  Pankov,1967,72.0,175,Ukraine
marco-cattaneo-2,Marco  Cattaneo,1957,78.0,192,Italy
